hospital_name,city,state_code,rural_versus_urban,net_income,net_patient_revenue,total_costs,total_discharges,medicare_discharges,cost_to_charge_ratio,cost_of_charity_care,medicare_dependency_pct,charge_markup_ratio
"IRWIN COUNTY HOSPITAL",OCILLA,GA,R,-1248820.00,1557790.00,2463462.00,77,1,0.4267,NULL,1.30,2.34
"LAKE BEHAVIORAL HOSPITAL",WAUKEGAN,IL,U,2632879.00,9784298.00,8111462.00,1057,47,NULL,NULL,4.45,2.88
"EVEREST REHABILITATION HOSPITAL BENT",ROGERS,AR,U,-518505.00,1450453.00,2795440.00,63,43,NULL,NULL,68.25,1.07
"EVEREST REHABILITATION HOSPITAL BENT",ROGERS,AR,U,162664.00,11365020.00,10991706.00,583,410,NULL,NULL,70.33,1.75
"OCEANS BEHAVIORAL HOSPITAL CORPUS CH","CORPUS CHRISTI",TX,U,-2183297.00,1261761.00,1965696.00,137,6,NULL,NULL,4.38,0.87
"OCEANS BEHAVIORAL HOSPITAL CORPUS CH","CORPUS CHRISTI",TX,U,259061.00,10513490.00,10834563.00,1386,119,NULL,NULL,8.59,1.90
"WILLIAMSBURG REGIONAL HOSPITAL",KINGSTREE,SC,R,-3260557.00,5422988.00,7503553.00,90,29,0.5520,NULL,32.22,1.81
"PAM REHAB HOSP OF GEORGETOWN",GEORGETOWN,DE,U,156048.00,4011155.00,3683530.00,187,165,NULL,NULL,88.24,1.56
"PAM REHAB HOSP OF GEORGETOWN",GEORGETOWN,DE,U,6231732.00,25817429.00,18529181.00,1202,1147,NULL,NULL,95.42,2.30
"SAN CARLOS APACHE HEALTHCARE CORP",PERIDOT,AZ,R,-33070576.00,NULL,22963832.00,136,16,NULL,NULL,11.76,0.01
"BACHARACH INSTITUTE FOR REHABILITATI",POMONA,NJ,U,-4070092.00,2744837.00,8333525.00,54,35,NULL,NULL,64.81,1.02
"EVEREST REHABILITATION HOSPITAL LONG",LONGVIEW,TX,U,-614260.00,2411560.00,3293256.00,125,101,NULL,NULL,80.80,1.54
"EVEREST REHABILITATION HOSPITAL LONG",LONGVIEW,TX,U,-797833.00,10410614.00,11267878.00,532,379,NULL,NULL,71.24,1.66
"SSH - SPRINGFIELD INC.",SPRINGFIELD,MO,U,80850.00,6493196.00,6600654.00,128,41,NULL,NULL,32.03,5.65
"EAST VALLEY ER AND HOSPITAL",GILBERT,AZ,U,-3438200.00,1699864.00,3575513.00,70,13,0.1947,NULL,18.57,5.37
"EAST VALLEY ER AND HOSPITAL",GILBERT,AZ,U,-7971837.00,12216397.00,17134754.00,184,18,0.1947,NULL,9.78,5.14
"EAST VALLEY ER AND HOSPITAL",GILBERT,AZ,U,-3438200.00,1699864.00,3575513.00,70,13,0.1862,NULL,18.57,5.37
"EAST VALLEY ER AND HOSPITAL",GILBERT,AZ,U,-7971837.00,12216397.00,17134754.00,184,18,0.1862,NULL,9.78,5.14
"ST. LUKES HOSPITAL",MAUMEE,OH,R,-44624987.00,62879043.00,91146379.00,2316,797,0.4023,565825.00,34.41,2.49
"SOUTHWEST GENERAL HOSPITAL","SAN ANTONIO",TX,U,-9315920.00,66113127.00,53955049.00,4534,474,0.1472,7274725.00,10.45,6.79
"EVEREST REHABILITATION HOSPITAL TEMP",TEMPLE,TX,U,-447629.00,2422521.00,3586473.00,103,50,0.6063,NULL,48.54,1.19
"EVEREST REHABILITATION HOSPITAL TEMP",TEMPLE,TX,U,-1191048.00,9589726.00,10609504.00,469,173,0.6063,NULL,36.89,1.65
"EVEREST REHABILITATION HOSPITAL TEMP",TEMPLE,TX,U,-447629.00,2422521.00,3586473.00,103,50,NULL,NULL,48.54,1.19
"EVEREST REHABILITATION HOSPITAL TEMP",TEMPLE,TX,U,-1191048.00,9589726.00,10609504.00,469,173,NULL,NULL,36.89,1.65
"REHABILITATION HOSPITAL OF WESTERN W","EAU CLAIRE",WI,U,-1520775.00,2003440.00,3162377.00,103,76,NULL,NULL,73.79,1.12
"REHABILITATION HOSPITAL OF WESTERN W","EAU CLAIRE",WI,U,-18820090.00,6592609.00,11459467.00,334,191,NULL,NULL,57.19,0.97
"EVEREST REHABILITATION HOSPITAL NORT","LIBERTY TOWNSHIP",OH,U,-1326976.00,798666.00,3399352.00,53,41,0.8164,NULL,77.36,0.50
"EVEREST REHABILITATION HOSPITAL NORT","LIBERTY TOWNSHIP",OH,U,-2539928.00,6066488.00,8710143.00,342,218,0.8164,NULL,63.74,1.22
"EVEREST REHABILITATION HOSPITAL NORT","LIBERTY TOWNSHIP",OH,U,-1326976.00,798666.00,3399352.00,53,41,NULL,NULL,77.36,0.50
"EVEREST REHABILITATION HOSPITAL NORT","LIBERTY TOWNSHIP",OH,U,-2539928.00,6066488.00,8710143.00,342,218,NULL,NULL,63.74,1.22
"COREWELL HEALTH LUDINGTON HOSPITAL",LUDINGTON,MI,R,129052.00,53406311.00,48386897.00,928,258,0.3345,182677.00,27.80,2.99
"UNIVERSITY HEALTH SERVICES  INC.",AUGUSTA,GA,U,-7173283.00,220118681.00,229843283.00,11095,2611,0.2495,11938135.00,23.53,4.01
"LAKELAND COMMUNITY HOSP WATERVLIET",WATERVLIET,MI,R,1114666.00,23738356.00,20840565.00,7,1,0.3233,122372.00,14.29,3.09
"COREWELL HEALTH BIG RAPIDS","BIG RAPIDS",MI,R,3333610.00,43815822.00,36025807.00,1060,223,0.2995,235962.00,21.04,3.34
"WATAUGA MEDICAL CENTER",BOONE,NC,R,-9653967.00,131671678.00,116331469.00,2973,988,0.2873,639393.00,33.23,3.48
"CHARLES A. CANNON MEMORIAL HOSPITAL",LINVILLE,NC,R,-1392575.00,15969403.00,16859911.00,217,93,0.4107,109032.00,42.86,2.44
"EAST TENNESSEE BEHAVIORAL HEALTH",KNOXVILLE,TN,U,-8614042.00,4498551.00,12599548.00,927,54,NULL,NULL,5.83,1.16
"SUMMIT MEDICAL CENTER  LLC",CASPER,WY,U,500790.00,14237491.00,14105393.00,53,30,0.3689,NULL,56.60,2.71
"COREWELL HEALTH ZEELAND",ZEELAND,MI,U,7430545.00,49604814.00,34814901.00,1267,132,0.2462,268393.00,10.42,4.06
"EASTERN NIAGARA HOSPITAL",LOCKPORT,NY,U,935398.00,9156862.00,14210210.00,196,37,0.4181,4939.00,18.88,2.39
"CARONDELET ST. MARYS HOSPITAL",TUCSON,AZ,R,-8495507.00,138586064.00,132972625.00,6066,1187,0.0795,1600483.00,19.57,12.58
"CARONDELET ST. JOSEPH HOSPITAL",TUCSON,AZ,R,12314674.00,214872409.00,176656637.00,8397,1589,0.0856,1718554.00,18.92,11.68
"EDWARD W. SPARROW HOSPITAL",LANSING,MI,U,-6898085.00,502650273.00,404300127.00,11408,1719,0.2356,4299405.00,15.07,4.24
"CARSON CITY HOSPITAL","CARSON CITY",MI,U,-2338563.00,21966923.00,21691082.00,222,58,0.3431,277659.00,26.13,2.91
"LANCASTER MEDICAL CENTER",LANCASTER,PA,U,-40603387.00,64356763.00,103337856.00,2100,581,0.4102,2126281.00,27.67,2.44
"SALT LAKE REGIONAL MEDICAL CENTER","SALT LAKE CITY",UT,U,1395063.00,17293885.00,22062966.00,295,62,0.4563,474092.00,21.02,2.19
"IROQUOIS MEMORIAL HOSPITAL",WATSEKA,IL,R,2032349.00,25392275.00,24397798.00,330,114,0.4058,108936.00,34.55,2.46
"WENATCHEE VALLEY HOSPITAL",WENATCHEE,WA,U,5101730.00,146849318.00,96010562.00,155,64,0.4832,536935.00,41.29,2.07
"DELTA HEALTH-HIGHLAND HILLS",SENATOBIA,MS,U,-1648188.00,4969569.00,6044508.00,172,65,0.3124,340233.00,37.79,3.00
"DELTA HEALTH-HIGHLAND HILLS",SENATOBIA,MS,U,413279.00,6753860.00,4356630.00,81,32,0.3124,340233.00,39.51,3.20
"DELTA HEALTH-HIGHLAND HILLS",SENATOBIA,MS,U,-1648188.00,4969569.00,6044508.00,172,65,0.3332,NULL,37.79,3.00
"DELTA HEALTH-HIGHLAND HILLS",SENATOBIA,MS,U,413279.00,6753860.00,4356630.00,81,32,0.3332,NULL,39.51,3.20
"DOROTHEA DIX BEHAVIORAL HEALTH",LINVILLE,NC,R,-5744949.00,2011199.00,7308599.00,600,29,NULL,NULL,4.83,1.43
"PLEASANT VALLEY HOSPITAL","POINT PLEASANT",WV,R,-4067537.00,42704455.00,51918032.00,835,302,0.3224,426783.00,36.17,3.10
"SACRAMENTO REHABILITATION HOSPITAL L",SACRAMENTO,CA,U,-443735.00,1013427.00,1961751.00,26,19,NULL,NULL,73.08,0.54
"SACRAMENTO REHABILITATION HOSPITAL L",SACRAMENTO,CA,U,-3397509.00,26222768.00,31805425.00,647,441,NULL,NULL,68.16,1.16
"PATIENTS CHOICE MED CNT-SMITH CNTY",RALEIGH,MS,R,-727214.00,99466.00,758432.00,8,8,6.5802,NULL,100.00,0.15
"REUNION REHABILITATION HOSPITAL PEOR",PEORIA,AZ,U,-1441453.00,1954373.00,3218445.00,103,65,NULL,NULL,63.11,1.32
"NESHOBA COUNTY GENERAL HOSPITAL",PHILADELPHIA,MS,R,-1257554.00,49696328.00,47390359.00,724,301,0.5318,411946.00,41.57,1.88
"USC NORRIS CANCER HOSPITAL","LOS ANGELES",CA,U,138344523.00,523064492.00,474961345.00,1491,451,NULL,NULL,30.25,3.84
"MARY S HARPER GERIATRIC PSYCH CEN",TUSCALOOSA,AL,U,-1635804.00,26754082.00,33629149.00,69,12,NULL,NULL,17.39,0.80
"NORTHSIDE HOSPITAL",ATLANTA,GA,U,306972377.00,2794552358.00,1988302389.00,34079,3794,0.1958,130058656.00,11.13,5.11
"MADISON MEMORIAL HOSPITAL",REXBURG,ID,R,6807961.00,97998560.00,80739247.00,1942,204,0.4405,133881.00,10.50,2.27
"BLACKWELL REGIONAL HOSPITAL",BLACKWELL,OK,R,-1263923.00,3523301.00,7016745.00,127,59,0.2308,245948.00,46.46,4.33
"GREEN BAY REHABILITATION HOSPITAL","GREEN BAY",WI,U,-1370155.00,1802679.00,3210785.00,76,33,NULL,NULL,43.42,0.81
"PERRY MEMORIAL HOSPITAL",PERRY,OK,R,-799770.00,1308648.00,2770339.00,20,14,0.3465,9440.00,70.00,2.89
"GREENE COUNTY HOSPITAL",EUTAW,AL,U,667258.00,10012454.00,11171269.00,281,12,0.9300,NULL,4.27,1.08
"JASPER GENERAL HOSPITAL","BAY SPRINGS",MS,R,-1044007.00,15501238.00,16554477.00,4,3,0.8664,NULL,75.00,1.15
"UNIVERSITY HOSPITAL MCDUFFIE",THOMSON,GA,U,3093404.00,15137104.00,12073865.00,449,110,0.2204,817683.00,24.50,4.54
"HAMPTON REGIONAL MEDICAL CENTER",VARNVILLE,SC,R,144039.00,27692299.00,25481056.00,551,154,0.3364,576353.00,27.95,2.97
"OKLAHOMA CITY REHABILITATION HOSPITA","OKLAHOMA CITY",OK,U,192558.00,10711441.00,10046589.00,538,395,NULL,NULL,73.42,1.99
"OSF SAINT ANTHONYS HEALTH CENTER",ALTON,IL,U,-3690141.00,94685101.00,83727304.00,2371,749,0.1999,1718708.00,31.59,5.00
"TULSA REHABILITATION HOSPITAL",TULSA,OK,U,-901789.00,12801077.00,12979224.00,688,477,NULL,NULL,69.33,2.02
"BEAUFORT MEMORIAL HOSPITAL",BEAUFORT,SC,R,912406.00,288344612.00,208001086.00,7876,2405,0.2250,1731824.00,30.54,4.44
"GRAHAM REGIONAL MEDICAL CENTER",GRAHAM,TX,R,2595405.00,17624607.00,18447928.00,130,59,0.2990,956591.00,45.38,3.34
"CARONDELET HOLY CROSS HOSPITAL",NOGALES,AZ,R,3715369.00,26564303.00,18571392.00,707,36,0.0959,498098.00,5.09,10.42
"THE GRIFFIN HOSPITAL",DERBY,CT,R,14398616.00,228355124.00,200394713.00,6882,1380,0.1886,1676243.00,20.05,5.30
"VOYAGES OF SUGAR LAND BH","SUGAR LAND",TX,U,-2812601.00,1574750.00,4292251.00,234,68,NULL,NULL,29.06,2.34
"JEFFERSON COUNTY HOSPITAL",FAYETTE,MS,R,2270764.00,4940092.00,4416862.00,83,46,0.3524,216451.00,55.42,2.84
"THE MEDICAL CENTER OF ALBANY",ALBANY,KY,R,-399186.00,7049190.00,6525049.00,194,87,0.2775,78414.00,44.85,3.60
"FANNIN REGIONAL HOSPITAL","BLUE RIDGE",GA,R,-2966036.00,12548970.00,15097965.00,210,77,0.1728,1077129.00,36.67,5.79
"NORTH CANYON MEDICAL CENTER",GOODING,ID,R,3734375.00,62088832.00,46820242.00,338,127,0.5344,205597.00,37.57,1.87
"SOUTHWEST MS REGIONAL MED CENTER",MCCOMB,MS,R,-9930379.00,131962576.00,119761208.00,3907,1292,0.2861,1842988.00,33.07,3.50
"TWIN COUNTY REGIONAL HOSPITAL",GALAX,VA,R,-2021424.00,62029935.00,37174621.00,2072,624,0.1267,438406.00,30.12,7.89
"ENCOMPASS HEALTH REHABILITATION HOSP",KATY,TX,U,4197174.00,31172814.00,24898495.00,1356,821,NULL,NULL,60.55,1.81
"ENCOMPASS HEALTH REHABILITATION HOSP","SIOUX FALLS",SD,U,-16945.00,17111445.00,16215907.00,801,627,NULL,NULL,78.28,2.04
"COMMUNITY HOSPITAL INC.",TALLASSEE,AL,U,-2860889.00,16272299.00,16080613.00,470,116,0.6022,118309.00,24.68,1.66
"REHABILITATION HOSPITAL OF THE PACIF",HONOLULU,HI,U,1698889.00,46039670.00,43404828.00,1339,351,NULL,NULL,26.21,1.87
"OTTAWA REGIONAL HOSPITAL & HEALTHCAR",OTTAWA,IL,R,56635183.00,185894470.00,116641890.00,3828,1231,0.1960,2494815.00,32.16,5.10
"GLACIAL RIDGE HOSPITAL",GLENWOOD,MN,R,-394956.00,47354876.00,45760605.00,433,223,0.5630,318564.00,51.50,1.78
"GIFFORD MEDICAL CENTER",RANDOLPH,VT,R,-2511825.00,50848411.00,50145369.00,815,288,0.4655,366704.00,35.34,2.15
"ABBEVILLE AREA MEDICAL CENTER",ABBEVILLE,SC,R,-4166743.00,41364324.00,45553078.00,492,123,0.5017,NULL,25.00,1.99
"WINCHESTER MEDICAL CENTER",WINCHESTER,VA,U,53631681.00,753297567.00,629691659.00,25080,7883,0.3761,8213675.00,31.43,2.66
"VERNON MEMORIAL HOSPITAL",VIROQUA,WI,R,9372987.00,83096068.00,60353433.00,741,232,0.4178,993607.00,31.31,2.39
"USA CHILDRENS AND WOMENS HOSPITAL",MOBILE,AL,U,20862836.00,273503514.00,227508806.00,10103,26,NULL,NULL,0.26,2.53
"GRADY GENERAL HOSPITAL",CAIRO,GA,R,-2770108.00,30797271.00,26858052.00,651,80,0.3206,3703786.00,12.29,3.12
"MITCHELL COUNTY HOSPITAL",CAMILLA,GA,R,410447.00,37623239.00,36573787.00,74,17,0.4985,5028940.00,22.97,2.01
"SOUTH CENTRAL KS REGIONAL MEDICAL CT","ARKANSAS CITY",KS,R,-2908610.00,13118741.00,15134760.00,245,88,0.4584,123190.00,35.92,2.18
"SCOTLAND MEMORIAL HOSPITAL",LAURINBURG,NC,R,38611100.00,220481034.00,169562501.00,5760,1041,0.2286,8194679.00,18.07,4.37
"WARREN MEMORIAL HOSPITAL","FRONT ROYAL",VA,U,5272018.00,106850217.00,94824810.00,2123,887,0.4123,739615.00,41.78,2.43
"MEMORIAL HERMANN REHAB HOSP KATY",KATY,TX,U,2117078.00,29247666.00,29303431.00,703,300,NULL,NULL,42.67,4.10
"WESTERN REGIONAL MEDICAL CENTER",GOODYEAR,AZ,U,816552386.00,951165684.00,160462166.00,531,158,0.1994,18050546.00,29.76,5.02
"JOHN D. ARCHBOLD MEMORIAL HOSPITAL",THOMASVILLE,GA,R,62098304.00,336137075.00,256026130.00,6954,1574,0.2728,21819444.00,22.63,3.67
"ST. LUKES NAMPA MEDICAL CENTER",NAMPA,ID,U,9749214.00,237298821.00,184182568.00,4786,815,0.3183,4318497.00,17.03,3.14
"WALDO COUNTY GENERAL HOSPITAL",BELFAST,ME,R,15824993.00,127480854.00,100501271.00,1015,341,0.4661,1405312.00,33.60,2.15
"COLUMBUS REGIONAL HEALTHCARE SYSTEM",WHITEVILLE,NC,R,8327840.00,112540651.00,92967504.00,3058,718,0.2374,891021.00,23.48,4.21
"EDGEFIELD COUNTY HEALTHCARE",EDGEFIELD,SC,R,154787.00,16918999.00,19362054.00,42,25,0.8212,171038.00,59.52,1.22
"DALE MEDICAL CENTER",OZARK,AL,R,911086.00,33795241.00,33197970.00,1181,208,0.2437,183732.00,17.61,4.10
"PIH HEALTH WHITTIER HOSPITAL",WHITTIER,CA,U,53375220.00,761333723.00,657240779.00,20350,3090,0.1340,5114905.00,15.18,7.46
"PIH HEALTH HOSPITAL - DOWNEY",DOWNEY,CA,U,-6661501.00,182242291.00,163610762.00,8573,1371,0.1238,2777012.00,15.99,8.08
"SOUTHEASTERN REGIONAL MEDICAL CENTER",NEWNAN,GA,U,1345024759.00,1562940708.00,238438870.00,933,231,0.1819,17497920.00,24.76,5.50
"MID COAST HOSPITAL",BRUNSWICK,ME,U,-4024771.00,240444271.00,214691727.00,4495,1341,0.3841,2633407.00,29.83,2.60
"EMERSON HOSPITAL",CONCORD,MA,U,-8969481.00,336180825.00,340538577.00,7115,2298,0.4589,2571967.00,32.30,2.18
"BAPTIST MEM HOSPITAL GOLDEN TRIANGLE",COLUMBUS,MS,R,24782188.00,240261010.00,187350835.00,7949,2828,0.1774,9002046.00,35.58,5.64
"WEEKS MEDICAL CENTER",LANCASTER,NH,R,485702.00,76437388.00,74326800.00,487,217,0.6615,277008.00,44.56,1.51
"SAMPSON REGIONAL MEDICAL CENTER",CLINTON,NC,R,824683.00,69552413.00,41459300.00,2411,496,0.2228,2365797.00,20.57,4.49
"ALAMANCE REGIONAL MEDICAL CENTER",BURLINGTON,NC,R,31021425.00,284333872.00,258195736.00,10864,1865,0.2574,10651147.00,17.17,3.89
"CARTERET COUNTY GENERAL HOSPITAL COM","MOREHEAD CITY",NC,R,25342304.00,205519605.00,162066917.00,5991,2015,0.3172,1280615.00,33.63,3.15
"BLUE MOUNTAIN HOSPITAL",BLANDING,UT,R,999333.00,19043262.00,17840237.00,385,99,0.4091,21889.00,25.71,2.44
"CARILION GILES COMMUNITY HOSPITAL",PEARISBURG,VA,U,1362188.00,75384991.00,75856770.00,965,350,0.3742,397730.00,36.27,2.67
"CARILION ROCKBRIDGE COMMUNITY HOSP",LEXINGTON,VA,R,9856825.00,65056561.00,53161372.00,1337,539,0.2387,559566.00,40.31,4.19
"WINDHAM COMMUNITY MEMORIAL HOSPITAL",WILLIMANTIC,CT,R,-2602270.00,118430314.00,112801215.00,2104,645,0.3155,2026877.00,30.66,3.17
"JACKSON MEMORIAL",MIAMI,FL,R,-61672298.00,1551114782.00,2225042324.00,62133,5531,0.3194,117509471.00,8.90,3.13
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,U,223381076.00,1247834473.00,1041699733.00,40533,17639,0.1600,13657460.00,43.52,6.25
"MIDWESTERN REGIONAL MEDICAL CENTER",ZION,IL,U,954812214.00,1154442948.00,197330039.00,639,147,0.2169,3824224.00,23.00,4.61
"BATON ROUGE GENERAL","BATON ROUGE",LA,U,36761622.00,493379410.00,385964486.00,12622,3265,0.2678,1807138.00,25.87,3.73
"WILLIS-KNIGHTON HEALTH SYSTEMS",SHREVEPORT,LA,R,438289038.00,1077643231.00,873940754.00,29630,9093,0.2173,8604243.00,30.69,4.60
LINCOLNHEALTH,"BOOTHBAY HARBOR",ME,R,-28837753.00,121598717.00,109003419.00,1074,330,0.5650,2074336.00,30.73,1.77
"FALMOUTH HOSPITAL",FALMOUTH,MA,U,15391453.00,178599832.00,155153222.00,4902,3143,0.3229,1203992.00,64.12,3.10
"JEFF ANDERSON REGIONAL MEDICAL CENTE",MERIDIAN,MS,R,-22093841.00,220427864.00,178208036.00,7601,2591,0.2563,5139366.00,34.09,3.90
"TALLAHATCHIE CRITICAL ACCESS HOSPITA",CHARLESTON,MS,R,1748978.00,36610253.00,33598614.00,54,42,0.8646,NULL,77.78,1.16
"MEMORIAL HOSPITAL","NORTH CONWAY",NH,R,9597024.00,104364118.00,86538789.00,1282,502,0.4349,1200292.00,39.16,2.30
"ANDROSCOGGIN VALLEY HOSPITAL",BERLIN,NH,R,10974774.00,90373134.00,66891992.00,698,301,0.6363,566044.00,43.12,1.57
"ASHLAND COMMUNITY HOSPITAL",ASHLAND,OR,U,3298519.00,66320812.00,57970078.00,1527,375,0.3132,419879.00,24.56,3.19
"SOUTHWESTERN VERMONT MEDICAL CENTER",BENNINGTON,VT,R,-6417400.00,155588663.00,151325161.00,2828,1159,0.3778,1297936.00,40.98,2.65
"STOUGHTON HOSPITAL ASSOCIATION",STOUGHTON,WI,R,12999701.00,64921073.00,42870938.00,622,271,0.3020,450701.00,43.57,3.31
"WESTERN WISCONSIN HEALTH",BALDWIN,WI,R,6316415.00,66486015.00,57625445.00,637,210,0.5795,237437.00,32.97,1.73
"WHITE RIVER MEDICAL CENTER",BATESVILLE,AR,R,-6058760.00,256504867.00,170081344.00,8236,2589,0.2646,2262887.00,31.44,3.78
"UNITY HEALTH - NEWPORT",NEWPORT,AR,R,2366939.00,28690166.00,26565303.00,1478,245,0.3573,504615.00,16.58,2.80
"ORLANDO HEALTH SOUTH LAKE HOSPITAL",CLERMONT,FL,U,80712416.00,362339122.00,268632276.00,15830,4272,0.0981,17140897.00,26.99,10.19
"MADISON MEMORIAL HOSPITAL",MADISON,FL,R,-1471266.00,11373408.00,14112498.00,150,50,0.7602,89926.00,33.33,1.32
"HAMILTON MEDICAL CENTER",DALTON,GA,U,68443496.00,373972455.00,287848706.00,7851,2467,0.1811,13035703.00,31.42,5.52
"NORTHSIDE HOSPITAL FORSYTH",CUMMING,GA,U,-6469754.00,722920827.00,629680285.00,17574,4661,0.1905,38905753.00,26.52,5.25
"NORTHSIDE HOSPITAL-CHEROKEE  INC.",CANTON,GA,U,15016167.00,683240763.00,551029092.00,15911,4215,0.1766,38859483.00,26.49,5.66
"NORTHEAST GEORGIA MEDICAL CENTER",GAINESVILLE,GA,U,382684706.00,1726540288.00,1271254999.00,37287,9084,0.1724,85461959.00,24.36,5.80
"STEPHENS COUNTY HOSPITAL",TOCCOA,GA,R,-5207334.00,41944645.00,40769235.00,1005,385,0.4010,338020.00,38.31,2.49
"NGMC BARROW",WINDER,GA,U,3396366.00,52122873.00,51696463.00,1289,259,0.1782,5155592.00,20.09,5.61
"NORTHSIDE HOSPITAL - GWINNETT",LAWRENCEVILLE,GA,U,13823085.00,1195004296.00,975277486.00,24795,4660,0.1818,75601556.00,18.79,5.50
"DODGE COUNTY HOSPITAL",EASTMAN,GA,R,-300553.00,22610982.00,23338719.00,565,196,0.2858,129223.00,34.69,3.50
"TIFT REGIONAL MEDICAL CENTER",TIFTON,GA,R,10635051.00,389156264.00,302607350.00,10422,1868,0.2415,14962882.00,17.92,4.14
"COLQUITT REGIONAL MEDICAL CENTER",MOULTRIE,GA,R,29687430.00,201901119.00,159989600.00,6219,1237,0.2652,2739785.00,19.89,3.77
"SOUTH GEORGIA MEDICAL CENTER",VALDOSTA,GA,U,51200552.00,418477792.00,331025218.00,15741,3185,0.2272,32668004.00,20.23,4.40
"MENDOTA COMMUNITY HOSPITAL",MENDOTA,IL,R,4332153.00,39608013.00,29098275.00,509,193,0.2912,633896.00,37.92,3.43
"RICHLAND PARISH HOSPITAL SERVICE DIS",RAYVILLE,LA,R,2491098.00,24824061.00,21554108.00,372,142,0.4032,193260.00,38.17,2.48
"HARDTNER MEDICAL CENTER",OLLA,LA,R,-3454590.00,35889613.00,42153288.00,293,127,0.4936,24039.00,43.34,2.03
"STEPHENS MEMORIAL HOSPITAL - CAH",NORWAY,ME,R,14706518.00,108459748.00,90379279.00,1400,358,0.4827,1601413.00,25.57,2.07
"COVINGTON COUNTY HOSPITAL",COLLINS,MS,U,-3637297.00,37033239.00,30340591.00,153,90,0.5301,NULL,58.82,1.89
"ELIZABETHTOWN COMMUNITY HOSPITAL",ELIZABETHTOWN,NY,R,7249869.00,59272550.00,55636275.00,652,236,0.4733,319999.00,36.20,2.11
"PRAGUE COMMUNITY HOSPITAL",PRAGUE,OK,R,-2372817.00,15813597.00,18112831.00,31,13,0.6592,4309.00,41.94,1.52
"PAWHUSKA HOSPITAL  INC.",PAWHUSKA,OK,R,-1703053.00,17727857.00,19835194.00,125,65,0.6875,22213.00,52.00,1.45
"GUADALUPE REGIONAL MEDICAL CENTER",SEGUIN,TX,R,3692440.00,135558071.00,112547758.00,3800,1200,0.2686,10382377.00,31.58,3.72
"BAYLOR S&W ALL SAINTS MEDICAL CENTER","FORT WORTH",TX,U,64842640.00,530805253.00,444812088.00,20328,3900,0.2378,22012461.00,19.19,4.21
"BROWNFIELD REGIONAL MEDICAL CENTER",BROWNFIELD,TX,R,-2246207.00,12143749.00,19192114.00,409,82,0.6364,NULL,20.05,1.57
"MATAGORDA REGIONAL MEDICAL CENTER","BAY CITY",TX,R,554621.00,43547281.00,49462617.00,1403,343,0.3336,3893732.00,24.45,3.00
"TRI-COUNTY MEMORIAL HOSPITAL  INC.",WHITEHALL,WI,R,-2870351.00,20566303.00,23862578.00,142,74,0.8117,357724.00,52.11,1.23
"MARSHALL MEDICAL CENTERS SOUTH",BOAZ,AL,R,3848332.00,199663299.00,170140152.00,6846,1419,0.3024,4417306.00,20.73,3.31
"CALLAHAN EYE FOUNDATION HOSP",BIRMINGHAM,AL,U,3297028.00,97198126.00,51836620.00,91,14,0.2240,717560.00,15.38,4.47
"EAST ALABAMA MEDICAL CENTER",OPELIKA,AL,U,50835005.00,419127092.00,334488851.00,12527,2323,0.3276,9326118.00,18.54,3.05
"UNIVERSITY OF ALABAMA HOSPITAL",BIRMINGHAM,AL,U,287450972.00,2534353450.00,2221835478.00,47857,8687,0.1949,111927948.00,18.15,5.13
"GADSDEN REGIONAL MEDICAL CENTER",GADSDEN,AL,U,9982263.00,165166279.00,154146580.00,9016,1662,0.0522,8194496.00,18.43,19.14
"FAYETTE MEDICAL CENTER",FAYETTE,AL,R,-8394882.00,23027736.00,30880650.00,548,206,0.3756,3099427.00,37.59,2.66
"FLOWERS HOSPITAL",DOTHAN,AL,R,38099642.00,235388415.00,196453984.00,12653,2777,0.0681,6974817.00,21.95,14.68
"WIREGRASS MEDICAL CENTER",GENEVA,AL,R,1195221.00,22384163.00,22950225.00,422,84,0.7085,192163.00,19.91,1.41
"CLAY COUNTY HOSPITAL",ASHLAND,AL,R,-1839815.00,17618677.00,19709150.00,736,200,0.5302,262370.00,27.17,1.89
"DCH REGIONAL MEDICAL CENTER",TUSCALOOSA,AL,R,-43146324.00,532570934.00,545578592.00,24572,4385,0.2838,29752346.00,17.85,3.52
"HALE COUNTY HOSPITAL",GREENSBORO,AL,U,-1012467.00,9506810.00,11150005.00,326,78,0.5306,81366.00,23.93,1.88
"D W MCMILLAN MEMORIAL HOSPITAL",BREWTON,AL,R,-5754742.00,31640053.00,34987686.00,1089,272,0.2544,68918.00,24.98,3.93
"JOHN PAUL JONES HOSPITAL",CAMDEN,AL,R,-533776.00,2894933.00,5549468.00,81,20,0.7301,5481.00,24.69,1.37
"WHITFIELD REGIONAL HOSPITAL",DEMOPOLIS,AL,R,380326.00,39634754.00,40313155.00,1455,316,0.3608,919825.00,21.72,2.77
"CROSSRIDGE COMMUNITY HOSPITAL",WYNNE,AR,R,-731013.00,13016430.00,15980112.00,412,165,0.5834,579671.00,40.05,1.71
"SCRIPPS MEMORIAL HOSPITAL-ENCINITAS",ENCINITAS,CA,U,58382455.00,424240788.00,328175899.00,13687,4153,0.1446,2815857.00,30.34,6.92
"NATCHAUG HOSPITAL","MANSFIELD CENTER",CT,U,-4517128.00,37919779.00,38725492.00,1368,84,NULL,NULL,6.14,2.16
